# Alpine Analytics - Verified Trade History
# Generated: 2025-11-10 19:06:53 UTC
# Period: 2006-01-20 to 2025-11-10
# Total Trades: 4374
# Wins: 1979 (45.2%)
# Losses: 2395
# Total Return: +565.5%
# CAGR: 9.94%
# Max Drawdown: -36.1%
# 
# VERIFICATION INSTRUCTIONS:
# 1. Each row has a unique verification_hash (first 16 chars of SHA-256)
# 2. Full methodology: https://alpineanalytics.com/methodology
# 3. Verification guide: https://alpineanalytics.com/verify
# 4. Report issues: verify@alpineanalytics.com
#
# DISCLAIMER:
# Past performance does not guarantee future results.
# Trading involves substantial risk of loss.
# For educational purposes only. Not financial advice.
#
trade_id,entry_date,exit_date,symbol,entry_price,exit_price,pnl_percent,confidence_score,exit_reason,days_held,verification_hash
2240,2018-02-01T00:00:00-05:00,2018-02-05,META,191.91,187.11,-2.5,96.1,STOP,2,89207710d0d6ce5b
2241,2018-02-02T00:00:00-05:00,2018-02-05,NVDA,5.77,5.63,-2.43,88.3,STOP,1,962836dc3914e32d
2242,2018-02-02T00:00:00-05:00,2018-02-05,MSFT,84.57,82.46,-2.49,91.0,STOP,1,21e14203c668b0b4
2243,2018-02-02T00:00:00-05:00,2018-02-05,GOOGL,55.58,54.19,-2.5,98.0,STOP,1,802981e54af90b81
2244,2018-02-02T00:00:00-05:00,2018-02-05,AMD,12.45,12.14,-2.49,88.5,STOP,1,088e40d47deb25f7
2245,2018-02-02T00:00:00-05:00,2018-02-05,SPY,243.82,237.73,-2.5,92.4,STOP,1,de5ebe469d07a511
2246,2018-02-02T00:00:00-05:00,2018-02-05,QQQ,156.42,152.51,-2.5,94.1,STOP,1,e4482b632287ed91
2247,2018-02-05T00:00:00-05:00,2018-02-06,NVDA,5.28,5.15,-2.46,95.4,STOP,1,4a13ee7cf4c6e0a1
2248,2018-02-05T00:00:00-05:00,2018-02-06,MSFT,81.09,79.06,-2.5,91.3,STOP,1,878aa2d9cad10ce0
2249,2018-02-05T00:00:00-05:00,2018-02-06,AMD,11.57,11.28,-2.51,94.0,STOP,1,96c9d5dfa72e06cf
2250,2018-02-05T00:00:00-05:00,2018-02-06,AMZN,69.5,67.76,-2.5,94.9,STOP,1,e142cf82261066e7
2251,2018-02-06T00:00:00-05:00,2018-02-08,AMD,11.65,11.36,-2.49,88.9,STOP,2,8dfa82ce4d2f5b94
2252,2018-02-06T00:00:00-05:00,2018-02-07,META,184.17,179.57,-2.5,88.3,STOP,1,ccf29a74a72bb205
2253,2018-02-06T00:00:00-05:00,2018-02-08,QQQ,154.24,150.38,-2.5,98.0,STOP,2,6d09d6e6b1b8e975
2254,2018-02-06T00:00:00-05:00,2018-02-07,NVDA,5.58,5.8,3.94,94.1,TARGET,1,136487aca7547e23
2255,2018-02-06T00:00:00-05:00,2018-02-08,MSFT,84.16,82.05,-2.51,95.2,STOP,2,b671bc0d763b4fe2
2256,2018-02-07T00:00:00-05:00,2018-02-08,NVDA,5.66,5.52,-2.47,88.4,STOP,1,6f3d7bdb8a4e4eb9
2257,2018-02-07T00:00:00-05:00,2018-02-08,TSLA,23.0,22.42,-2.52,87.9,STOP,1,3bc7bc0cbe8604d2
2258,2018-02-08T00:00:00-05:00,2018-02-09,NVDA,5.38,5.59,3.9,93.3,TARGET,1,2f78f8c8abf75e4a
2259,2018-02-08T00:00:00-05:00,2018-02-09,AMZN,67.53,65.84,-2.5,88.0,STOP,1,36db496cd3896bd7
2260,2018-02-09T00:00:00-05:00,2018-02-12,NVDA,5.74,5.59,-2.61,98.0,STOP,1,01434df53fe840f2
2261,2018-02-09T00:00:00-05:00,2018-02-15,MSFT,81.25,84.5,4.0,91.4,TARGET,4,693d0488f7987a7d
2262,2018-02-09T00:00:00-05:00,2018-02-12,AMZN,66.98,69.66,4.0,94.8,TARGET,1,c139c0cb706693cf
2263,2018-02-09T00:00:00-05:00,2018-02-13,NFLX,249.47,259.45,4.0,88.1,TARGET,2,b53a9ba3401a2de2
2264,2018-02-12T00:00:00-05:00,2018-02-14,NVDA,5.64,5.86,3.9,90.0,TARGET,2,34469814339404cc
2265,2018-03-01T00:00:00-05:00,2018-03-02,NVDA,5.74,5.6,-2.44,88.0,STOP,1,01394df5513542bb
2266,2018-03-13T00:00:00-04:00,2018-03-22,MSFT,87.4,85.22,-2.49,87.1,STOP,7,7577106f982dc96b
2267,2018-03-13T00:00:00-04:00,2018-03-19,QQQ,163.17,159.09,-2.5,87.6,STOP,4,94e65e9c34dd8631
2268,2018-03-16T00:00:00-04:00,2018-03-19,GOOGL,56.33,54.92,-2.5,90.1,STOP,1,f81ba688fe56bfc7
2269,2018-03-16T00:00:00-04:00,2018-03-19,META,183.96,179.36,-2.5,88.0,STOP,1,495e85f12f20e39c
2270,2018-03-16T00:00:00-04:00,2018-03-19,MSFT,87.58,85.39,-2.5,91.3,STOP,1,40837fb106f7ef6c
2271,2018-03-19T00:00:00-04:00,2018-03-23,AMZN,77.25,75.32,-2.5,87.6,STOP,4,87db2bb920236120
2272,2018-03-19T00:00:00-04:00,2018-03-22,QQQ,159.04,155.07,-2.5,91.7,STOP,3,480fce620cc87e4d
2273,2018-03-22T00:00:00-04:00,2018-03-23,AMZN,77.25,75.31,-2.51,87.4,STOP,1,d4616d2fbb044e66
2274,2018-03-23T00:00:00-04:00,2018-03-26,AMZN,74.78,77.77,4.0,90.1,TARGET,1,3663fc9415f13022
2275,2018-03-27T00:00:00-04:00,2018-03-28,AMZN,74.85,72.98,-2.5,87.9,STOP,1,1dcbb694428f4034
2276,2018-04-16T00:00:00-04:00,2018-04-17,NFLX,307.78,320.09,4.0,91.9,TARGET,1,47efb90ae2de2959
2277,2018-04-17T00:00:00-04:00,2018-04-19,NFLX,336.06,327.66,-2.5,98.0,STOP,2,582f1312346891df
2278,2018-04-26T00:00:00+00:00,2018-04-27,BTC-USD,9281.51,9049.47,-2.5,88.3,STOP,1,6fe20f0431b14edc
2279,2018-04-26T00:00:00+00:00,2018-04-28,ETH-USD,662.81,646.24,-2.5,88.9,STOP,2,75e8c81499019fe4
2280,2018-04-26T00:00:00-04:00,2018-05-10,MSFT,87.26,90.64,3.88,88.6,TIME,10,3c163e30bc642eed
2281,2018-04-26T00:00:00-04:00,2018-04-27,AMZN,75.9,78.93,3.99,89.2,TARGET,1,f5435e2889b9f0d6
2282,2018-04-27T00:00:00-04:00,2018-04-30,MSFT,88.71,86.49,-2.5,90.4,STOP,1,2cf7fc30b58397e2
2283,2018-04-29T00:00:00+00:00,2018-04-30,BTC-USD,9419.08,9183.6,-2.5,87.1,STOP,1,f97f53e1e54d1c10
2284,2018-04-30T00:00:00-04:00,2018-05-10,MSFT,86.58,90.04,4.0,88.4,TARGET,8,d01d9bda84cb191d
2285,2018-05-03T00:00:00+00:00,2018-05-06,BTC-USD,9743.86,9500.26,-2.5,88.2,STOP,3,705876dc9e1970d3
2286,2018-05-04T00:00:00+00:00,2018-05-05,ETH-USD,785.62,817.05,4.0,88.0,TARGET,1,7b216245434a05e3
2287,2018-05-04T00:00:00-04:00,2018-05-18,AAPL,43.27,44.02,1.74,90.8,TIME,10,0e7f76f9286a3c85
2288,2018-05-07T00:00:00+00:00,2018-05-08,ETH-USD,753.72,734.88,-2.5,89.5,STOP,1,c3c3fd10fc5394d4
2289,2018-05-07T00:00:00-04:00,2018-05-10,NVDA,6.15,6.4,4.07,90.4,TARGET,3,93e3b66114da3cc5
2290,2018-05-29T00:00:00-04:00,2018-06-05,MSFT,91.13,94.77,3.99,87.7,TARGET,5,7bd07f78a861ec0e
2291,2018-05-29T00:00:00-04:00,2018-06-12,SPY,239.08,247.88,3.68,91.1,TIME,10,68b242ef08121af9
2292,2018-05-29T00:00:00-04:00,2018-06-06,QQQ,160.82,167.26,4.0,88.1,TARGET,6,c84c6e7767cda6e5
2293,2018-05-31T00:00:00-04:00,2018-06-14,MSFT,91.9,94.3,2.61,90.2,TIME,10,4c0305a194396aed
2294,2018-05-31T00:00:00-04:00,2018-06-04,GOOGL,54.62,56.81,4.01,98.0,TARGET,2,9dca9f111a25a764
2295,2018-05-31T00:00:00-04:00,2018-06-07,META,190.6,185.84,-2.5,92.9,STOP,5,36bd33235b4b1140
2296,2018-05-31T00:00:00-04:00,2018-06-14,SPY,240.79,247.71,2.88,87.9,TIME,10,84b3b5934fe49886
2297,2018-06-01T00:00:00-04:00,2018-06-15,GOOGL,56.36,57.57,2.14,93.2,TIME,10,736e0ba52e52a332
2298,2018-06-01T00:00:00-04:00,2018-06-15,QQQ,164.41,168.45,2.46,90.2,TIME,10,c69a9e1b19fc2c5c
2299,2018-06-04T00:00:00-04:00,2018-06-08,GOOGL,57.26,55.83,-2.5,87.7,STOP,4,164a4f1da4a88700
2300,2018-06-06T00:00:00-04:00,2018-06-11,TSLA,21.3,22.15,3.99,98.0,TARGET,3,3c6b12ffb79ede88
2301,2018-06-06T00:00:00-04:00,2018-06-08,META,190.17,185.41,-2.5,88.2,STOP,2,e619b712f0d9c9d0
2302,2018-06-07T00:00:00-04:00,2018-06-11,TSLA,21.07,21.92,4.03,94.8,TARGET,2,291313f44f28fefa
2303,2018-06-07T00:00:00-04:00,2018-06-14,META,187.03,194.51,4.0,87.6,TARGET,5,333d58e346f1d270
2304,2018-06-08T00:00:00-04:00,2018-06-19,AAPL,45.3,44.16,-2.52,87.4,STOP,7,804715f9c1daf044
2305,2018-06-13T00:00:00-04:00,2018-06-25,MSFT,93.77,91.42,-2.51,87.8,STOP,8,6a36ac70658f30da
2306,2018-06-15T00:00:00-04:00,2018-06-19,AAPL,44.62,43.5,-2.51,98.0,STOP,2,247b1312d989f0fc
2307,2018-06-15T00:00:00-04:00,2018-06-25,MSFT,93.1,90.77,-2.5,98.0,STOP,6,9eea011011ffc34f
2308,2018-06-15T00:00:00-04:00,2018-06-25,SPY,247.4,241.21,-2.5,91.7,STOP,6,f4b338643fa53ad6
2309,2018-06-19T00:00:00-04:00,2018-06-25,AAPL,43.88,42.78,-2.51,89.1,STOP,4,0c3ed4e1bef00126
2310,2018-06-19T00:00:00-04:00,2018-06-22,NVDA,6.44,6.28,-2.48,89.5,STOP,3,10f6890fd82fe1c9
2311,2018-06-19T00:00:00-04:00,2018-06-28,SPY,245.94,239.79,-2.5,88.3,STOP,7,f28f56ec0a8e6b8f
2312,2018-06-21T00:00:00-04:00,2018-06-25,AMD,15.65,15.26,-2.49,87.6,STOP,2,be470e9af1ee5143
2313,2018-06-21T00:00:00-04:00,2018-06-25,QQQ,167.6,163.41,-2.5,88.2,STOP,2,628d45dccf1c8d77
2314,2018-06-22T00:00:00-04:00,2018-06-25,MSFT,93.36,91.03,-2.5,89.0,STOP,1,f59e7a9d8b767105
2315,2018-06-25T00:00:00-04:00,2018-06-28,GOOGL,56.57,55.16,-2.49,89.1,STOP,3,10188ab10320ec4e
2316,2018-06-25T00:00:00-04:00,2018-07-09,META,195.15,202.95,4.0,88.4,TARGET,9,e14f19cec56e883d
2317,2018-06-25T00:00:00-04:00,2018-07-09,AMZN,83.16,86.48,3.99,94.4,TARGET,9,cd92a1c89e500d51
2318,2018-06-25T00:00:00-04:00,2018-06-26,NFLX,384.48,399.86,4.0,96.1,TARGET,1,480d5f75a3865566
2319,2018-06-26T00:00:00-04:00,2018-06-28,NFLX,399.39,389.41,-2.5,88.9,STOP,2,11fda08722faaaac
2320,2018-06-27T00:00:00-04:00,2018-07-09,AMZN,83.03,86.35,4.0,87.2,TARGET,7,a109905024e2b66d
2321,2018-06-27T00:00:00-04:00,2018-07-02,NFLX,390.39,380.63,-2.5,89.4,STOP,3,2090a065c45a708a
2322,2018-06-28T00:00:00-04:00,2018-07-12,QQQ,163.29,169.82,4.0,87.4,TARGET,9,12c83e107063f1c8
2323,2018-07-02T00:00:00-04:00,2018-07-03,TSLA,22.34,21.78,-2.51,91.9,STOP,1,a5e0b881ffe72463
2324,2018-07-12T00:00:00-04:00,2018-07-24,GOOGL,59.65,62.04,4.01,87.8,TARGET,8,9a0350b6c581a0c9
2325,2018-07-13T00:00:00-04:00,2018-07-17,NFLX,395.8,385.9,-2.5,87.7,STOP,2,05991a2c800afe69
2326,2018-07-16T00:00:00-04:00,2018-07-17,NFLX,400.48,390.47,-2.5,92.9,STOP,1,d404e0cd0d55399d
2327,2018-07-17T00:00:00-04:00,2018-07-19,NFLX,379.48,369.99,-2.5,98.0,STOP,2,49118ba5e61a7f4f
2328,2018-07-18T00:00:00+00:00,2018-07-23,BTC-USD,7370.78,7665.61,4.0,89.3,TARGET,5,d101505467335367
2329,2018-07-18T00:00:00-04:00,2018-07-19,NFLX,375.13,365.75,-2.5,88.9,STOP,1,29e8eba32ab3564d
2330,2018-07-24T00:00:00-04:00,2018-07-25,AMD,16.19,15.79,-2.47,87.4,STOP,1,24786fa59a7b2c02
2331,2018-07-25T00:00:00-04:00,2018-07-26,AMD,16.05,16.69,3.99,92.1,TARGET,1,06dc067aa2efe744
2332,2018-07-26T00:00:00-04:00,2018-07-30,QQQ,171.74,167.44,-2.5,88.1,STOP,2,c143ffc24ae2a8b0
2333,2018-07-26T00:00:00-04:00,2018-07-27,AMD,18.35,19.08,3.98,98.0,TARGET,1,85604f1c7dab8616
2334,2018-07-26T00:00:00-04:00,2018-07-31,AMZN,90.4,88.14,-2.5,98.0,STOP,3,50724f11690499a5
2335,2018-07-27T00:00:00-04:00,2018-08-10,QQQ,169.42,172.19,1.63,93.7,TIME,10,b43b9105e5e50401
2336,2018-07-27T00:00:00-04:00,2018-08-01,AAPL,45.13,46.93,3.99,88.5,TARGET,3,6081214469e904e6
2337,2018-07-27T00:00:00-04:00,2018-07-30,MSFT,100.12,97.62,-2.5,88.8,STOP,1,a05944766f1d1a00
2338,2018-07-27T00:00:00-04:00,2018-07-30,AMZN,90.86,88.59,-2.5,96.6,STOP,1,68457171b1241a0a
2339,2018-07-27T00:00:00-04:00,2018-08-10,SPY,251.23,252.78,0.62,87.5,TIME,10,a3675ac6c1ab0b72
2340,2018-07-30T00:00:00-04:00,2018-08-07,QQQ,167.03,173.71,4.0,93.2,TARGET,6,47748b5bb715b109
2341,2018-07-30T00:00:00-04:00,2018-08-08,MSFT,97.97,101.89,4.0,87.8,TARGET,7,7999d4e3c6c292cd
2342,2018-07-30T00:00:00-04:00,2018-08-07,AMZN,88.96,92.52,4.0,89.3,TARGET,6,89261b1a89bc9175
2343,2018-07-31T00:00:00-04:00,2018-08-01,AAPL,44.96,46.76,4.0,95.9,TARGET,1,71f78e698e84552c
2344,2018-07-31T00:00:00-04:00,2018-08-06,AMD,18.33,19.06,3.98,91.8,TARGET,4,749317ada3de1ae3
2345,2018-07-31T00:00:00-04:00,2018-08-07,AMZN,88.87,92.43,4.01,87.2,TARGET,5,64d34db91b4b79d3
2346,2018-07-31T00:00:00-04:00,2018-08-14,QQQ,168.3,173.07,2.84,89.0,TIME,10,b23938b63b5301f5
2347,2018-08-02T00:00:00-04:00,2018-08-16,QQQ,171.24,171.52,0.16,88.4,TIME,10,d2eea69383fe3d77
2348,2018-08-03T00:00:00-04:00,2018-08-07,TSLA,23.21,22.63,-2.5,91.9,STOP,2,49802c414b0208f6
2349,2018-08-07T00:00:00-04:00,2018-08-08,TSLA,25.3,24.67,-2.49,98.0,STOP,1,83e9a90ca57589a8
2350,2018-08-08T00:00:00-04:00,2018-08-09,TSLA,24.69,24.07,-2.51,98.0,STOP,1,b0bfd7b7d8e88548
2351,2018-08-09T00:00:00-04:00,2018-08-15,TSLA,23.5,22.91,-2.51,91.0,STOP,4,c1e703ceff977349
2352,2018-08-10T00:00:00-04:00,2018-08-24,SPY,252.78,256.66,1.54,88.3,TIME,10,c13c31cff148fee9
2353,2018-08-13T00:00:00-04:00,2018-08-17,NVDA,6.34,6.18,-2.52,88.3,STOP,4,b949af1a353805b6
2354,2018-08-14T00:00:00-04:00,2018-08-17,NVDA,6.47,6.31,-2.47,91.2,STOP,3,7883385e24b39f2c
2355,2018-08-15T00:00:00-04:00,2018-08-29,QQQ,170.96,177.79,4.0,91.3,TARGET,10,6ecaeda3ec6ce5ac
2356,2018-08-15T00:00:00-04:00,2018-08-29,SPY,251.55,260.21,3.44,91.8,TIME,10,3b77bfdcacf61636
2357,2018-08-15T00:00:00-04:00,2018-08-29,AMZN,94.13,97.9,4.01,90.3,TARGET,10,aa7b9d4a64bfba92
2358,2018-08-15T00:00:00-04:00,2018-08-17,NVDA,6.41,6.25,-2.5,94.5,STOP,2,8d9535bbd30d8cc9
2359,2018-08-16T00:00:00-04:00,2018-08-17,NVDA,6.37,6.21,-2.51,98.0,STOP,1,d90b3bed8be40522
2360,2018-08-21T00:00:00-04:00,2018-08-23,NVDA,6.27,6.52,3.99,91.0,TARGET,2,f0a08fd7796f87d1
2361,2018-08-22T00:00:00-04:00,2018-08-27,NVDA,6.51,6.77,3.99,91.9,TARGET,3,e2e46b8a183bf864
2362,2018-08-23T00:00:00-04:00,2018-08-27,NVDA,6.61,6.87,3.93,90.6,TARGET,2,58263c3ce061836b
2363,2018-08-29T00:00:00-04:00,2018-08-31,GOOGL,62.8,61.23,-2.5,87.8,STOP,2,ae2b6e8d990cc420
2364,2018-08-31T00:00:00-04:00,2018-09-05,GOOGL,61.17,59.64,-2.5,89.3,STOP,2,3e09175fdb884e33
2365,2018-09-05T00:00:00-04:00,2018-09-13,MSFT,101.26,105.31,4.0,91.1,TARGET,6,1ff7dc87a03849ca
2366,2018-09-05T00:00:00-04:00,2018-09-19,QQQ,174.98,174.26,-0.41,89.9,TIME,10,14fdb34acc0ce00b
2367,2018-09-06T00:00:00-04:00,2018-09-10,AAPL,52.9,51.58,-2.5,87.3,STOP,2,bb32b8eeef2dd1e1
2368,2018-09-06T00:00:00-04:00,2018-09-17,AMZN,97.92,95.47,-2.5,90.7,STOP,7,17cb33aa08b5ddc8
2369,2018-09-06T00:00:00-04:00,2018-09-20,QQQ,173.42,176.19,1.6,90.5,TIME,10,c233c0efbdb19935
2370,2018-09-07T00:00:00-04:00,2018-09-19,AAPL,52.47,51.16,-2.5,88.2,STOP,8,f7bf016716d368ef
2371,2018-09-07T00:00:00-04:00,2018-09-21,QQQ,172.75,175.23,1.43,90.0,TIME,10,e9abeacd48f6570b
2372,2018-09-10T00:00:00-04:00,2018-09-13,AAPL,51.77,53.84,4.0,88.5,TARGET,3,9632399faed572de
2373,2018-09-12T00:00:00-04:00,2018-09-19,AAPL,52.42,51.11,-2.5,90.8,STOP,5,e8a0c6f25cb7ba79
2374,2018-09-13T00:00:00-04:00,2018-09-17,AAPL,53.68,52.34,-2.5,88.1,STOP,2,799cffd9012fd59f
2375,2018-09-13T00:00:00-04:00,2018-09-27,MSFT,105.39,106.79,1.32,87.1,TIME,10,2cc78441ce1fbea8
2376,2018-09-17T00:00:00-04:00,2018-09-26,AMZN,95.4,99.22,4.0,89.9,TARGET,7,f586fc0e6992a273
2377,2018-09-19T00:00:00-04:00,2018-09-24,NFLX,366.96,357.79,-2.5,87.1,STOP,3,70315685201091ff
2378,2018-09-20T00:00:00-04:00,2018-10-04,SPY,262.08,259.56,-0.96,91.5,TIME,10,82499603fb00ddd9
2379,2018-09-21T00:00:00-04:00,2018-10-05,MSFT,106.65,103.98,-2.5,98.0,STOP,10,b47f3fbb39654df4
2380,2018-09-21T00:00:00-04:00,2018-09-26,NFLX,361.19,375.64,4.0,87.2,TARGET,3,c5422266ed1f2ab0
2381,2018-09-21T00:00:00-04:00,2018-10-05,SPY,261.84,258.1,-1.43,91.6,TIME,10,9c845b71d5fa88b8
2382,2018-09-26T00:00:00-04:00,2018-10-04,NFLX,377.88,368.43,-2.5,90.0,STOP,6,c426d7e96e85f5aa
2383,2018-09-26T00:00:00-04:00,2018-10-10,SPY,259.95,253.45,-2.5,87.4,STOP,10,39094bbffb3bbe0a
2384,2018-09-28T00:00:00-04:00,2018-10-02,NVDA,6.96,7.24,4.02,96.3,TARGET,2,97e37ff6dfd8cdf1
2385,2018-10-01T00:00:00-04:00,2018-10-04,NVDA,7.17,6.99,-2.51,92.9,STOP,3,e503cc15f48159fb
2386,2018-10-03T00:00:00-04:00,2018-10-04,AMD,28.43,27.72,-2.5,87.5,STOP,1,41981a086da15b6e
2387,2018-10-04T00:00:00-04:00,2018-10-08,MSFT,105.27,102.64,-2.5,89.1,STOP,2,031d5116215a9230
2388,2018-10-04T00:00:00-04:00,2018-10-10,SPY,259.56,253.07,-2.5,91.9,STOP,4,e2592703dae98ad2
2389,2018-10-04T00:00:00-04:00,2018-10-08,QQQ,174.27,169.92,-2.5,98.0,STOP,2,462a993e1c9c99b9
2390,2018-10-05T00:00:00-04:00,2018-10-10,SPY,258.1,251.65,-2.5,90.7,STOP,3,2abc1d5f82d20ba8
2391,2018-10-05T00:00:00-04:00,2018-10-08,NVDA,6.68,6.52,-2.4,87.0,STOP,1,a003fc44f6dfd0cc
2392,2018-10-08T00:00:00-04:00,2018-10-10,SPY,258.1,251.65,-2.5,87.6,STOP,2,2998136b5070dc78
2393,2018-12-03T00:00:00-05:00,2018-12-07,TSLA,23.9,24.86,4.02,88.2,TARGET,3,23b666f546338a7d
2394,2018-12-04T00:00:00-05:00,2018-12-07,TSLA,23.98,24.94,4.0,88.4,TARGET,2,aab806a26149aee9
2395,2018-12-04T00:00:00-05:00,2018-12-06,MSFT,101.73,99.18,-2.51,87.9,STOP,1,2d53599e9213fc39
2396,2018-12-06T00:00:00-05:00,2018-12-07,TSLA,24.2,25.17,4.01,87.3,TARGET,1,540b686d409a6d12
2397,2018-12-06T00:00:00-05:00,2018-12-07,MSFT,102.35,99.8,-2.49,88.5,STOP,1,40b8431e0192e2c8
2398,2018-12-07T00:00:00-05:00,2018-12-13,TSLA,23.86,24.82,4.02,92.5,TARGET,4,f16919ce3eff3035
2399,2018-12-19T00:00:00-05:00,2018-12-20,TSLA,22.2,21.64,-2.52,87.3,STOP,1,6c7ec4906a3ae803
2400,2019-01-07T00:00:00-05:00,2019-01-11,NFLX,315.34,327.95,4.0,89.4,TARGET,4,0ed89e0984667b69
2401,2019-01-28T00:00:00-05:00,2019-01-29,AMD,20.18,19.68,-2.48,88.6,STOP,1,1c02416c2814ca8a
2402,2019-01-30T00:00:00-05:00,2019-01-31,MSFT,99.72,97.23,-2.5,90.0,STOP,1,e717de0991a324f8
2403,2019-01-30T00:00:00-05:00,2019-01-31,META,149.5,155.48,4.0,94.8,TARGET,1,f161fd96bf32b738
2404,2019-01-30T00:00:00-05:00,2019-01-31,AMD,23.09,24.01,3.98,94.9,TARGET,1,61f084f79c63da64
2405,2019-01-31T00:00:00-05:00,2019-02-05,AMD,24.41,23.8,-2.5,91.4,STOP,3,3697e8f03a4645f8
2406,2019-01-31T00:00:00-05:00,2019-02-01,AMZN,85.94,83.79,-2.5,92.3,STOP,1,7102d73080acb57b
2407,2019-01-31T00:00:00-05:00,2019-02-07,GOOGL,55.91,54.51,-2.5,87.1,STOP,5,0af786634ee2baf3
2408,2019-02-01T00:00:00-05:00,2019-02-08,AMZN,81.31,79.28,-2.5,92.6,STOP,5,ac55621e3261d05a
2409,2019-02-04T00:00:00-05:00,2019-02-07,GOOGL,56.68,55.26,-2.51,97.8,STOP,3,a881de4d1d87c667
2410,2019-02-05T00:00:00-05:00,2019-02-06,GOOGL,57.2,55.77,-2.5,97.7,STOP,1,48f40b149936c784
2411,2019-02-06T00:00:00-05:00,2019-02-07,GOOGL,55.76,54.37,-2.49,88.1,STOP,1,2294b70dd81f0a4d
2412,2019-02-24T00:00:00+00:00,2019-03-06,BTC-USD,3810.43,3903.94,2.45,90.0,TIME,10,46e95f687da3f3d4
2413,2019-02-24T00:00:00+00:00,2019-02-25,ETH-USD,135.85,141.29,4.0,91.1,TARGET,1,a4d78317282d8fa9
2414,2019-02-25T00:00:00+00:00,2019-02-27,ETH-USD,139.82,136.33,-2.5,87.9,STOP,2,6c0579891d3ab480
2415,2019-02-25T00:00:00+00:00,2019-03-04,BTC-USD,3882.7,3785.63,-2.5,87.6,STOP,7,49e139441bbf37ba
2416,2019-03-04T00:00:00-05:00,2019-03-11,META,166.34,173.0,4.0,87.5,TARGET,5,93b1f4652d51203e
2417,2019-03-05T00:00:00+00:00,2019-03-15,BTC-USD,3896.38,3960.91,1.66,87.3,TIME,10,f8c3a62bfc8ca89a
2418,2019-03-05T00:00:00-05:00,2019-03-08,GOOGL,58.06,56.61,-2.5,87.3,STOP,3,042bbc7c6ed763ad
2419,2019-03-05T00:00:00-05:00,2019-03-08,META,170.21,165.96,-2.5,93.2,STOP,3,48e0b6a65cbdf262
2420,2019-03-06T00:00:00-05:00,2019-03-07,META,171.45,167.17,-2.5,89.0,STOP,1,18336274ceb2714a
2421,2019-03-07T00:00:00-05:00,2019-03-21,SPY,248.06,257.98,4.0,87.6,TARGET,10,8350a3e19e4d9a99
2422,2019-03-07T00:00:00-05:00,2019-03-13,AMZN,81.3,84.55,4.0,87.4,TARGET,4,0fb5de5f3d159bbc
2423,2019-03-07T00:00:00-05:00,2019-03-15,QQQ,164.28,170.85,4.0,88.6,TARGET,6,3d178af3dc5df0bd
2424,2019-03-08T00:00:00+00:00,2019-03-16,BTC-USD,3901.13,4057.18,4.0,87.1,TARGET,8,f74b7bb0096621bc
2425,2019-03-08T00:00:00-05:00,2019-03-15,QQQ,164.03,170.59,4.0,88.6,TARGET,5,806f71e1edb1ec95
2426,2019-03-11T00:00:00-04:00,2019-03-15,AAPL,42.75,44.46,4.0,88.8,TARGET,4,4ef8af1fec9566bd
2427,2019-03-11T00:00:00-04:00,2019-03-13,NVDA,4.0,4.16,4.0,90.3,TARGET,2,95046851504a57c6
2428,2019-03-13T00:00:00-04:00,2019-03-19,NVDA,4.18,4.35,4.07,88.4,TARGET,4,b441dbd7f354878e
2429,2019-03-15T00:00:00-04:00,2019-03-18,META,164.96,160.84,-2.5,96.9,STOP,1,626991ec1dc880e9
2430,2019-03-15T00:00:00-04:00,2019-03-19,AMZN,85.62,89.04,3.99,93.9,TARGET,2,6770f0cf9b583d46
2431,2019-03-15T00:00:00-04:00,2019-03-21,NFLX,361.46,375.92,4.0,87.9,TARGET,4,eb2d54de6e452587
2432,2019-03-15T00:00:00-04:00,2019-03-29,QQQ,170.91,172.48,0.92,87.5,TIME,10,c5614b0fb097c1a8
2433,2019-03-18T00:00:00-04:00,2019-03-22,META,159.49,165.87,4.0,95.8,TARGET,4,34905fa3f2eedc37
2434,2019-03-18T00:00:00-04:00,2019-03-21,AMZN,87.11,90.59,3.99,88.4,TARGET,3,e00d7f7c5d23a118
2435,2019-03-19T00:00:00-04:00,2019-03-26,META,160.58,167.0,4.0,88.8,TARGET,5,365e7c5d43c9da2e
2436,2019-03-19T00:00:00-04:00,2019-03-20,AMD,26.0,25.35,-2.5,98.0,STOP,1,6b9d822fefd69810
2437,2019-03-19T00:00:00-04:00,2019-04-02,SPY,255.84,259.08,1.27,87.1,TIME,10,f03f6bc175b7aa84
2438,2019-03-20T00:00:00-04:00,2019-03-21,AMD,25.7,26.73,4.01,98.0,TARGET,1,d45d1d9432a32d3e
2439,2019-03-20T00:00:00-04:00,2019-03-22,NFLX,375.22,365.84,-2.5,91.5,STOP,2,5c39260ce9ddbf0b
2440,2019-03-21T00:00:00-04:00,2019-03-22,NFLX,377.87,368.42,-2.5,87.7,STOP,1,874831ce9fede27a
2441,2019-03-22T00:00:00-04:00,2019-03-25,NVDA,4.41,4.3,-2.49,88.1,STOP,1,d97573ac5a04bbc9
2442,2019-03-22T00:00:00-04:00,2019-03-25,AMD,26.37,25.71,-2.5,92.1,STOP,1,d02b9c000041ae12
2443,2019-03-22T00:00:00-04:00,2019-04-05,AMZN,88.24,91.77,4.0,88.8,TARGET,10,3d18b3d6eebdde61
